Using the default schema relations
Assuming rdf:type as type relation
Warning: Both -mins and -minhc are set but only the default pruning metric will be used
Loading files... 
  Starting robokop-biolink3-augmented.txt
  Finished robokop-biolink3-augmented.txt, still running: 0
Loaded 19034719 facts in 1 min, 26 s using 10156 MB
Using HeadCoverage as pruning metric with minimum threshold 0.0
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
No minimum threshold on PCA confidence
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?e  biolink:directly_physically_interacts_with  ?b  ?e  decreased_molecular_interaction_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.000278396	0.001689189	2	7184	1184	?a
?e  biolink:directly_physically_interacts_with  ?b  ?e  increased_degradation_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.000426076	0.007407407	2	4694	270	?a
?e  activity_biolink:affects  ?a  ?e  biolink:directly_physically_interacts_with  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.00177305	0.008196721	2	1128	244	?a
?e  biolink:directly_physically_interacts_with  ?b  ?e  secretion_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.003021148	0.00462963	1	331	216	?a
?e  biolink:directly_physically_interacts_with  ?b  ?e  localization_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000480307	0.002066116	1	2082	484	?a
?e  biolink:directly_physically_interacts_with  ?b  ?e  decreased_uptake_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000008206	0.001603421	0.001710376	3	1871	1754	?a
?e  biolink:similar_to  ?a  ?e  increased_abundance_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000054709	0.001919386	0.002657101	20	10420	7527	?a
?e  activity_or_abundance_biolink:affects  ?a  ?e  biolink:directly_physically_interacts_with  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.001121539	0.000068525	0.003441532	410	5983252	119133	?a
?e  biolink:directly_physically_interacts_with  ?b  ?e  decreased_activity_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000008206	0.000031808	0.000548546	3	94315	5469	?a
?e  biolink:directly_physically_interacts_with  ?b  ?e  decreased_activity_or_abundance_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000024619	0.000060306	0.001143583	9	149239	7870	?a
?e  biolink:related_to  ?a  ?e  increased_abundance_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000016413	0.000212367	0.003590664	6	28253	1671	?a
?e  biolink:genetically_interacts_with  ?a  ?e  increased_abundance_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.000241692	0.033333333	2	8275	60	?a
?e  biolink:homologous_to  ?a  ?e  increased_abundance_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000341647	0.003571429	1	2927	280	?a
?e  biolink:interacts_with  ?a  ?e  increased_abundance_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000043767	0.000523903	0.008918618	16	30540	1794	?a
?e  biolink:orthologous_to  ?a  ?e  increased_abundance_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.00015625	0.333333333	1	6400	3	?a
?e  biolink:affects_response_to  ?a  ?e  biolink:correlated_with  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000032826	0.001081666	0.001188236	12	11094	10099	?a
?e  biolink:correlated_with  ?b  ?e  biolink:increases_response_to  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000027355	0.001453277	0.001657275	10	6881	6034	?a
?e  biolink:correlated_with  ?b  ?e  biolink:decreases_response_to  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000024619	0.001459854	0.001676602	9	6165	5368	?a
?e  biolink:physically_interacts_with  ?a  ?e  increased_abundance_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000021884	0.000472925	0.019512195	8	16916	410	?a
?e  biolink:directly_physically_interacts_with  ?a  ?e  increased_abundance_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000008206	0.000034382	0.000148053	3	87255	20263	?a
?e  biolink:correlated_with  ?b  ?e  increased_uptake_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.00127551	0.001445087	1	784	692	?a
?e  biolink:correlated_with  ?b  ?e  increased_degradation_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.001953125	0.012195122	1	512	82	?a
?e  biolink:correlated_with  ?b  ?e  increased_metabolic_processing_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000410004	0.000648088	1	2439	1543	?a
?e  biolink:regulates  ?a  ?e  increased_abundance_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000088168	0.014285714	1	11342	70	?a
?e  biolink:similar_to  ?a  ?e  increased_expression_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000054709	0.001919386	0.002657101	20	10420	7527	?a
?e  biolink:related_to  ?a  ?e  increased_expression_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000016413	0.000215952	0.003665241	6	27784	1637	?a
?e  biolink:correlated_with  ?b  ?e  increased_transport_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.000036885	0.000823384	2	54222	2429	?a
?e  biolink:similar_to  ?a  ?e  decreased_abundance_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000114889	0.007751938	0.010408922	42	5418	4035	?a
?e  biolink:interacts_with  ?a  ?e  decreased_abundance_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000114889	0.003594967	0.079096045	42	11683	531	?a
?e  biolink:directly_physically_interacts_with  ?a  ?e  decreased_abundance_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000057445	0.00036464	0.00152207	21	57591	13797	?a
?e  biolink:homologous_to  ?a  ?e  decreased_abundance_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000010942	0.009569378	0.078431373	4	418	51	?a
?e  abundance_biolink:affects  ?a  ?e  biolink:correlated_with  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000001932	0.000157754	1	517513	6339	?a
?e  biolink:biomarker_for  ?a  ?e  decreased_abundance_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.002002002	1	2	999	2	?a
?e  biolink:related_to  ?a  ?e  decreased_abundance_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000013677	0.000263213	0.005428882	5	18996	921	?a
?e  biolink:has_part  ?a  ?e  decreased_abundance_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.012048193	0.25	1	83	4	?a
?e  biolink:similar_to  ?a  ?e  decreased_expression_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000114889	0.007751938	0.010408922	42	5418	4035	?a
?e  biolink:related_to  ?a  ?e  decreased_expression_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000013677	0.000263824	0.005434783	5	18952	920	?a
?e  biolink:has_part  ?a  ?e  decreased_expression_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.012048193	0.25	1	83	4	?a
?e  biolink:binds  ?b  ?e  biolink:similar_to  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.001105127	0.110928062	0.126171143	404	3642	3202	?a
?e  biolink:contributes_to  ?a  ?e  decreased_abundance_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000010942	0.000006147	1	4	650769	4	?a
?e  biolink:binds  ?b  ?e  biolink:has_part  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000008206	0.042857143	0.085714286	3	70	35	?a
?e  biolink:similar_to  ?a  ?e  increased_activity_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.001137952	0.038383466	0.050405913	416	10838	8253	?a
?e  biolink:binds  ?b  ?e  biolink:related_to  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000010942	0.001287416	0.031746032	4	3107	126	?a
?e  activity_or_abundance_biolink:affects  ?a  ?e  biolink:correlated_with  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000001932	0.000156715	1	517619	6381	?a
?e  biolink:related_to  ?a  ?e  increased_activity_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000084799	0.002155922	0.018246027	31	14379	1699	?a
?e  biolink:has_part  ?a  ?e  increased_activity_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000035561	0.016311167	0.105691057	13	797	123	?a
?e  biolink:physically_interacts_with  ?a  ?e  decreased_abundance_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.000661813	0.046511628	2	3022	43	?a
?e  biolink:homologous_to  ?a  ?e  increased_activity_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000010942	0.002254791	0.016393443	4	1774	244	?a
?e  biolink:decreases_response_to  ?a  ?e  biolink:genetically_interacts_with  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.001400556	0.006183127	0.0070265	512	82806	72867	?a
?e  biolink:genetically_interacts_with  ?b  ?e  biolink:increases_response_to  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.001397821	0.005289198	0.006424764	511	96612	79536	?a
?e  biolink:affects_response_to  ?a  ?e  biolink:genetically_interacts_with  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.001375937	0.004298521	0.00480026	503	117017	104786	?a
?e  biolink:interacts_with  ?a  ?e  increased_activity_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000076127	0.001022495	1	13136	978	?a
?e  biolink:physically_interacts_with  ?a  ?e  increased_activity_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.000261301	0.007843137	2	7654	255	?a
?e  biolink:genetically_interacts_with  ?b  ?e  increased_transport_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000062916	0.00100196	0.001314361	23	22955	17499	?a
?e  biolink:genetically_interacts_with  ?b  ?e  decreased_metabolic_processing_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000046503	0.006051976	0.006661442	17	2809	2552	?a
?e  biolink:genetically_interacts_with  ?b  ?e  metabolic_processing_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.00003009	0.002794006	0.003610108	11	3937	3047	?a
?e  biolink:genetically_interacts_with  ?b  ?e  increased_secretion_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.00003009	0.000666626	0.000918734	11	16501	11973	?a
?e  biolink:genetically_interacts_with  ?b  ?e  decreased_transport_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000027355	0.002117298	0.002543235	10	4723	3932	?a
?e  biolink:genetically_interacts_with  ?b  ?e  increased_activity_or_abundance_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000027355	0.001083658	0.001346076	10	9228	7429	?a
?e  biolink:genetically_interacts_with  ?b  ?e  increased_uptake_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000021884	0.001842045	0.001970443	8	4343	4060	?a
?e  biolink:genetically_interacts_with  ?b  ?e  increased_synthesis_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000019148	0.000845921	0.001033821	7	8275	6771	?a
?e  biolink:genetically_interacts_with  ?b  ?e  increased_abundance_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000019148	0.000845921	0.001033821	7	8275	6771	?a
?e  biolink:genetically_interacts_with  ?b  ?e  decreased_uptake_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000013677	0.005070994	0.006097561	5	986	820	?a
?e  biolink:coexpressed_with  ?a  ?e  decreased_activity_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.000205508	0.011976048	2	9732	167	?a
?e  biolink:genetically_interacts_with  ?b  ?e  synthesis_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000013677	0.00483559	0.005458515	5	1034	916	?a
?e  biolink:genetically_interacts_with  ?b  ?e  decreased_activity_or_abundance_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000013677	0.002380952	0.003793627	5	2100	1318	?a
?e  biolink:genetically_interacts_with  ?b  ?e  increased_metabolic_processing_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000010942	0.000940291	0.001494768	4	4254	2676	?a
?e  biolink:genetically_interacts_with  ?b  ?e  transport_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000010942	0.001026694	0.001148435	4	3896	3483	?a
?e  biolink:genetically_interacts_with  ?b  ?e  decreased_synthesis_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000010942	0.002300173	0.003864734	4	1739	1035	?a
?e  biolink:genetically_interacts_with  ?b  ?e  decreased_abundance_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000010942	0.002300173	0.003864734	4	1739	1035	?a
?e  biolink:genetically_interacts_with  ?b  ?e  uptake_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.004048583	0.005319149	2	494	376	?a
?e  biolink:genetically_interacts_with  ?b  ?e  decreased_secretion_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.000688468	0.000825083	2	2905	2424	?a
?e  biolink:genetically_interacts_with  ?b  ?e  increased_molecular_interaction_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.000655308	0.000716332	2	3052	2792	?a
?e  biolink:genetically_interacts_with  ?b  ?e  decreased_molecular_interaction_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.00250941	0.005333333	2	797	375	?a
?e  abundance_biolink:affects  ?a  ?e  biolink:genetically_interacts_with  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000495119	0.000060159	0.003432125	181	3008709	52737	?a
?e  biolink:genetically_interacts_with  ?b  ?e  increased_degradation_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.004807692	0.014285714	2	416	140	?a
?e  activity_or_abundance_biolink:affects  ?a  ?e  biolink:genetically_interacts_with  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000495119	0.000060154	0.003423945	181	3008946	52863	?a
?e  biolink:genetically_interacts_with  ?b  ?e  increased_localization_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.0078125	0.0078125	1	128	128	?a
?e  biolink:similar_to  ?a  ?e  decreased_molecular_interaction_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000311843	0.060063224	0.075098814	114	1898	1518	?a
?e  biolink:genetically_interacts_with  ?b  ?e  decreased_activity_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.002770083	0.003533569	1	361	283	?a
?e  biolink:has_part  ?a  ?e  decreased_molecular_interaction_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000010942	0.038461538	0.222222222	4	104	18	?a
?e  biolink:similar_to  ?a  ?e  increased_molecular_interaction_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000021884	0.002922908	0.003917728	8	2737	2042	?a
?f  abundance_biolink:affects  ?b  ?a  biolink:coexpressed_with  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000016413	0.000000098	0.000012368	6	61449051	485131	?a
?e  biolink:related_to  ?a  ?e  decreased_molecular_interaction_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000019148	0.001763224	0.010218978	7	3970	685	?a
?e  biolink:has_part  ?a  ?e  increased_molecular_interaction_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.00990099	0.111111111	1	101	9	?a
?e  biolink:genetically_interacts_with  ?b  ?e  biolink:related_to  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000006254	0.012820513	1	159894	78	?a
?e  biolink:similar_to  ?a  ?e  increased_degradation_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000010942	0.004750594	0.005882353	4	842	680	?a
?e  biolink:genetically_interacts_with  ?b  ?e  increased_activity_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000008206	0.00310559	0.004484305	3	966	669	?a
?e  activity_biolink:affects  ?b  ?e  biolink:similar_to  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000051974	0.104395604	0.154471545	19	182	123	?a
?e  biolink:related_to  ?a  ?e  increased_molecular_interaction_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000010942	0.000630616	0.007029877	4	6343	569	?a
?e  activity_biolink:affects  ?b  ?e  biolink:interacts_with  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000359066	0.003144654	1	2785	318	?a
?e  biolink:similar_to  ?a  ?e  increased_localization_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.003215434	0.004310345	1	311	232	?a
?e  biolink:similar_to  ?a  ?e  increased_secretion_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000021884	0.004499438	0.005649718	8	1778	1416	?a
?e  biolink:interacts_with  ?a  ?e  increased_molecular_interaction_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000166306	0.0041841	1	6013	239	?a
?e  biolink:physically_interacts_with  ?a  ?e  increased_molecular_interaction_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000532765	0.04	1	1877	25	?a
?e  biolink:genetically_interacts_with  ?a  ?e  increased_secretion_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000060602	0.010416667	1	16501	96	?a
?e  biolink:regulates  ?a  ?e  increased_secretion_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000116009	0.011904762	1	8620	84	?a
?e  biolink:coexpressed_with  ?a  ?e  increased_activity_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000016413	0.000234329	0.008032129	6	25605	747	?a
?e  biolink:related_to  ?a  ?e  increased_secretion_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000375799	0.002469136	1	2661	405	?a
?e  biolink:similar_to  ?a  ?e  decreased_degradation_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000010942	0.025477707	0.035087719	4	157	114	?a
?e  biolink:interacts_with  ?a  ?e  increased_secretion_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000016413	0.000231499	0.009478673	6	25918	633	?a
?e  biolink:similar_to  ?a  ?e  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.003225109	0.05666907	0.07166302	1179	20805	16452	?a
?e  activity_biolink:affects  ?b  ?e  biolink:coexpressed_with  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000091777	0.003184713	1	10896	314	?a
?e  biolink:related_to  ?a  ?e  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000035561	0.001114732	0.012440191	13	11662	1045	?a
?e  biolink:coexpressed_with  ?a  ?e  increased_degradation_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000116754	0.008403361	1	8565	119	?a
?e  biolink:physically_interacts_with  ?a  ?e  increased_secretion_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000085822	0.006993007	1	11652	143	?a
?e  biolink:has_part  ?a  ?e  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000021884	0.012861736	0.071428571	8	622	112	?a
?e  biolink:interacts_with  ?a  ?e  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000021884	0.000118557	0.005468216	8	67478	1463	?a
?e  biolink:regulates  ?a  ?e  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000044851	0.00621118	1	22296	161	?a
?e  biolink:similar_to  ?a  ?e  decreased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000038296	0.009957326	0.014084507	14	1406	994	?a
?e  biolink:genetically_interacts_with  ?a  ?e  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000043563	0.007462687	1	22955	134	?a
?e  biolink:directly_physically_interacts_with  ?a  ?e  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.00001213	0.000187899	1	82438	5322	?a
?e  biolink:directly_physically_interacts_with  ?a  ?e  decreased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000103231	0.001297017	1	9687	771	?a
?e  biolink:related_to  ?a  ?e  decreased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000531067	0.004255319	1	1883	235	?a
?e  biolink:regulates  ?a  ?e  decreased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000168805	0.021276596	1	5924	47	?a
?e  biolink:interacts_with  ?a  ?e  decreased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000016413	0.000332392	0.012684989	6	18051	473	?a
?e  biolink:coexpressed_with  ?a  ?e  increased_abundance_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000021884	0.000125532	0.007048458	8	63729	1135	?a
?e  activity_or_abundance_biolink:affects  ?b  ?e  biolink:similar_to  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000051974	0.104395604	0.154471545	19	182	123	?a
?e  biolink:physically_interacts_with  ?a  ?e  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000039618	0.003533569	1	25241	283	?a
?e  biolink:physically_interacts_with  ?a  ?e  decreased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000125881	0.012658228	1	7944	79	?a
?e  biolink:coexpressed_with  ?a  ?e  increased_secretion_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000021884	0.000190917	0.01754386	8	41903	456	?a
?e  activity_or_abundance_biolink:affects  ?b  ?e  biolink:directly_physically_interacts_with  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000008206	0.000000501	0.000112137	3	5983252	26753	?a
?e  activity_or_abundance_biolink:affects  ?b  ?e  biolink:correlated_with  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000001932	0.000065738	1	517619	15212	?a
?e  activity_or_abundance_biolink:affects  ?b  ?e  biolink:genetically_interacts_with  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000000332	0.00001795	1	3008946	55711	?a
?e  biolink:similar_to  ?a  ?e  decreased_secretion_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000038296	0.009992862	0.014155713	14	1401	989	?a
?e  biolink:interacts_with  ?a  ?e  decreased_secretion_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000010942	0.000538938	0.019900498	4	7422	201	?a
?e  biolink:directly_physically_interacts_with  ?a  ?e  decreased_secretion_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000164366	0.001345895	1	6084	743	?a
?e  biolink:related_to  ?a  ?e  decreased_secretion_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000571429	0.004310345	1	1750	232	?a
?e  biolink:regulates  ?a  ?e  decreased_secretion_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000434783	0.055555556	1	2300	18	?a
?f  activity_or_abundance_biolink:affects  ?b  ?a  biolink:coexpressed_with  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000019148	0.000000114	0.000014421	7	61458905	485410	?a
?e  biolink:physically_interacts_with  ?a  ?e  decreased_secretion_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000464468	0.043478261	1	2153	23	?a
?e  activity_or_abundance_biolink:affects  ?b  ?e  biolink:interacts_with  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000057445	0.000001995	0.000088165	21	10524360	238191	?a
?e  biolink:coexpressed_with  ?a  ?e  decreased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000028852	0.002487562	1	34660	402	?a
?e  activity_or_abundance_biolink:affects  ?b  ?e  biolink:regulates  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000000129	0.000021182	1	7723881	47210	?a
?e  biolink:coexpressed_with  ?a  ?e  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000024619	0.000075211	0.006944444	9	119663	1296	?a
?e  biolink:homologous_to  ?a  ?e  increased_metabolic_processing_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000097828	0.000721501	1	10222	1386	?a
?e  biolink:affects_response_to  ?a  ?e  biolink:contributes_to  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000054709	0.008288438	0.009469697	20	2413	2112	?a
?e  biolink:contributes_to  ?b  ?e  biolink:increases_response_to  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.00003009	0.00258216	0.004899777	11	4260	2245	?a
?e  biolink:contributes_to  ?b  ?e  biolink:decreases_response_to  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000021884	0.001246494	0.003420265	8	6418	2339	?a
