Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Score	total Head
?f  <biolink:close_match>  ?j  ?a  <biolink:coexists_with>  ?f  ?j  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.061353211	0.192876678	0.23014166	3103	16088	13483	?a	0.254229889	4.395167664000001
?i  <biolink:close_match>  ?f  ?a  <biolink:coexists_with>  ?f  ?i  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.096646631	0.156116257	0.194292074	4888	31310	25158	?a	0.252762888	4.491814295
?a  <biolink:causes>  ?b  ?a  <biolink:causes>  ?h  ?a  <biolink:prevents>  ?h   => ?a  <biolink:treats>  ?b	0.01182379	0.24093473	0.281411765	598	2482	2125	?a	0.25275852	4.503638085
?e  <biolink:has_input>  ?b  ?j  <biolink:precedes>  ?e  ?a  <biolink:treats>  ?j   => ?a  <biolink:treats>  ?b	0.022896235	0.229625223	0.229625223	1158	5043	5043	?a	0.252521458	4.5265343200000006
?e  <biolink:contributes_to>  ?b  ?i  <biolink:related_to>  ?e  ?a  <biolink:treats>  ?i   => ?a  <biolink:treats>  ?b	0.023331224	0.228328173	0.228328173	1180	5168	5168	?a	0.251659397	4.549865544
?b  <biolink:coexists_with>  ?f  ?f  <biolink:subclass_of>  ?b  ?a  <biolink:treats>  ?f   => ?a  <biolink:treats>  ?b	0.142656596	0.107808858	0.107808858	7215	66924	66924	?a	0.250465454	4.69252214
?f  <biolink:coexists_with>  ?b  ?f  <biolink:subclass_of>  ?b  ?a  <biolink:treats>  ?f   => ?a  <biolink:treats>  ?b	0.13362069	0.116477077	0.116477077	6758	58020	58020	?a	0.25009776699999997	4.82614283
?b  <biolink:precedes>  ?f  ?a  <biolink:prevents>  ?f  ?a  <biolink:treats>  ?f   => ?a  <biolink:treats>  ?b	0.012199462	0.237216455	0.237216455	617	2601	2601	?a	0.249415917	4.838342292
?i  <biolink:close_match>  ?e  ?e  <biolink:coexists_with>  ?a  ?i  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.08650348	0.161971049	0.210094122	4375	27011	20824	?a	0.248474529	4.924845772
?f  <biolink:causes>  ?b  ?b  <biolink:precedes>  ?f  ?a  <biolink:prevents>  ?f   => ?a  <biolink:treats>  ?b	0.010439734	0.23794502	0.264396595	528	2219	1997	?a	0.248384754	4.9352855060000005
?i  <biolink:close_match>  ?f  ?b  <biolink:manifestation_of>  ?f  ?a  <biolink:treats>  ?i   => ?a  <biolink:treats>  ?b	0.105840715	0.142393531	0.142393531	5353	37593	37593	?a	0.248234246	5.041126221000001
?b  <biolink:causes>  ?e  ?e  <biolink:close_match>  ?b  ?a  <biolink:treats>  ?e   => ?a  <biolink:treats>  ?b	0.012337868	0.234851336	0.234851336	624	2657	2657	?a	0.247189204	5.053464089000001
?b  <biolink:causes>  ?f  ?b  <biolink:precedes>  ?f  ?a  <biolink:prevents>  ?f   => ?a  <biolink:treats>  ?b	0.010657229	0.23567993	0.258637236	539	2287	2084	?a	0.246337159	5.0641213180000015
?b  <biolink:causes>  ?f  ?f  <biolink:predisposes>  ?b  ?a  <biolink:prevents>  ?f   => ?a  <biolink:treats>  ?b	0.016964568	0.226564563	0.250584112	858	3787	3424	?a	0.243529131	5.081085886000001
?a  <biolink:physically_interacts_with>  ?f  ?a  <biolink:subclass_of>  ?f  ?f  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.136171307	0.105510701	0.120954003	6887	65273	56939	?a	0.241682008	5.217257193000001
?b  <biolink:coexists_with>  ?i  ?i  <biolink:contributes_to>  ?f  ?a  <biolink:treats>  ?f   => ?a  <biolink:treats>  ?b	0.010024518	0.23119015	0.23119015	507	2193	2193	?a	0.24121466800000002	5.227281711000001
?a  <biolink:coexists_with>  ?f  ?f  <biolink:has_metabolite>  ?j  ?j  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.01271354	0.227771874	0.230548584	643	2823	2789	?a	0.240485414	5.239995251000001
?b  <biolink:coexists_with>  ?f  ?b  <biolink:precedes>  ?f  ?a  <biolink:prevents>  ?f   => ?a  <biolink:treats>  ?b	0.012377412	0.224856322	0.248314161	626	2784	2521	?a	0.237233734	5.252372663000001
?e  <biolink:interacts_with>  ?b  ?e  <biolink:precedes>  ?b  ?a  <biolink:treats>  ?e   => ?a  <biolink:treats>  ?b	0.013168301	0.221556886	0.221556886	666	3006	3006	?a	0.234725187	5.265540964000001
?f  <biolink:physically_interacts_with>  ?a  ?a  <biolink:subclass_of>  ?f  ?f  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.121025783	0.113591656	0.130386623	6121	53886	46945	?a	0.23461743899999998	5.386566747000002
?e  <biolink:has_input>  ?b  ?e  <biolink:precedes>  ?j  ?a  <biolink:treats>  ?j   => ?a  <biolink:treats>  ?b	0.022896235	0.211468225	0.211468225	1158	5476	5476	?a	0.23436446	5.409462982000002
?e  <biolink:close_match>  ?j  ?e  <biolink:predisposes>  ?b  ?a  <biolink:treats>  ?j   => ?a  <biolink:treats>  ?b	0.088480702	0.145193212	0.145193212	4475	30821	30821	?a	0.23367391399999998	5.497943684000002
?a  <biolink:causes>  ?b  ?a  <biolink:physically_interacts_with>  ?g  ?g  <biolink:subclass_of>  ?a   => ?a  <biolink:treats>  ?b	0.011171307	0.221308265	0.29846804	565	2553	1893	?a	0.232479572	5.5091149910000015
?e  <biolink:close_match>  ?j  ?e  <biolink:coexists_with>  ?a  ?j  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.068827112	0.163151481	0.225701874	3481	21336	15423	?a	0.23197859299999998	5.577942103000002
?b  <biolink:affects>  ?f  ?b  <biolink:subclass_of>  ?f  ?a  <biolink:treats>  ?f   => ?a  <biolink:treats>  ?b	0.126344511	0.104137807	0.104137807	6390	61361	61361	?a	0.230482318	5.704286614000002
?b  <biolink:affects>  ?f  ?f  <biolink:predisposes>  ?b  ?a  <biolink:prevents>  ?f   => ?a  <biolink:treats>  ?b	0.013840557	0.214132762	0.237047071	700	3269	2953	?a	0.227973319	5.718127171000002
?f  <biolink:predisposes>  ?b  ?b  <biolink:predisposes>  ?f  ?a  <biolink:prevents>  ?f   => ?a  <biolink:treats>  ?b	0.017478646	0.208934058	0.233615222	884	4231	3784	?a	0.22641270400000002	5.7356058170000015
?f  <biolink:predisposes>  ?b  ?a  <biolink:prevents>  ?f  ?a  <biolink:treats>  ?f   => ?a  <biolink:treats>  ?b	0.023944163	0.201296543	0.201296543	1211	6016	6016	?a	0.22524070599999998	5.759549980000002
?f  <biolink:causes>  ?b  ?b  <biolink:causes>  ?f  ?a  <biolink:prevents>  ?f   => ?a  <biolink:treats>  ?b	0.024300063	0.197747385	0.21903404	1229	6215	5611	?a	0.222047448	5.783850043000002
?f  <biolink:biomarker_for>  ?j  ?b  <biolink:produces>  ?f  ?a  <biolink:treats>  ?j   => ?a  <biolink:treats>  ?b	0.011309712	0.210062431	0.210062431	572	2723	2723	?a	0.221372143	5.795159755000002
?e  <biolink:chemically_similar_to>  ?a  ?i  <biolink:same_as>  ?e  ?i  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.011448118	0.208874459	0.789904502	579	2772	733	?a	0.22032257700000002	5.806607873000002
?b  <biolink:entity_positively_regulates_entity>  ?f  ?b  <biolink:precedes>  ?f  ?a  <biolink:treats>  ?f   => ?a  <biolink:treats>  ?b	0.012753084	0.206202046	0.206202046	645	3128	3128	?a	0.21895513	5.8193609570000016
?f  <biolink:close_match>  ?j  ?b  <biolink:manifestation_of>  ?f  ?a  <biolink:treats>  ?j   => ?a  <biolink:treats>  ?b	0.047769693	0.170778257	0.170778257	2416	14147	14147	?a	0.21854795	5.867130650000002
?a  <biolink:decreases_activity_of>  ?f  ?i  <biolink:molecularly_interacts_with>  ?f  ?i  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.061570705	0.156647719	0.177739726	3114	19879	17520	?a	0.218218424	5.928701355000002
?f  <biolink:causes>  ?b  ?f  <biolink:predisposes>  ?b  ?a  <biolink:prevents>  ?f   => ?a  <biolink:treats>  ?b	0.018763841	0.198743455	0.219625087	949	4775	4321	?a	0.21750729600000002	5.947465196000002
?e  <biolink:close_match>  ?b  ?e  <biolink:coexists_with>  ?b  ?a  <biolink:treats>  ?e   => ?a  <biolink:treats>  ?b	0.031161025	0.182745826	0.182745826	1576	8624	8624	?a	0.213906851	5.9786262210000025
?f  <biolink:coexists_with>  ?b  ?b  <biolink:precedes>  ?f  ?a  <biolink:prevents>  ?f   => ?a  <biolink:treats>  ?b	0.013089212	0.200606061	0.220666667	662	3300	3000	?a	0.213695273	5.991715433000002
?e  <biolink:coexists_with>  ?b  ?e  <biolink:precedes>  ?b  ?a  <biolink:treats>  ?e   => ?a  <biolink:treats>  ?b	0.083142202	0.129492194	0.129492194	4205	32473	32473	?a	0.212634396	6.0748576350000025
?e  <biolink:affects>  ?j  ?e  <biolink:contributes_to>  ?b  ?a  <biolink:treats>  ?j   => ?a  <biolink:treats>  ?b	0.010835179	0.201100917	0.201100917	548	2725	2725	?a	0.211936096	6.085692814000002
?i  <biolink:decreases_activity_of>  ?f  ?a  <biolink:molecularly_interacts_with>  ?f  ?i  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.045298165	0.166448707	0.169666	2291	13764	13503	?a	0.211746872	6.130990979000003
?e  <biolink:close_match>  ?b  ?b  <biolink:coexists_with>  ?e  ?a  <biolink:treats>  ?e   => ?a  <biolink:treats>  ?b	0.032723031	0.178609972	0.178609972	1655	9266	9266	?a	0.21133300300000002	6.163714010000002
?i  <biolink:close_match>  ?e  ?e  <biolink:precedes>  ?b  ?a  <biolink:treats>  ?i   => ?a  <biolink:treats>  ?b	0.078298007	0.132926051	0.132926051	3960	29791	29791	?a	0.211224058	6.242012017000002
?a  <biolink:causes>  ?b  ?g  <biolink:physically_interacts_with>  ?a  ?g  <biolink:subclass_of>  ?a   => ?a  <biolink:treats>  ?b	0.011448118	0.19958635	0.284381139	579	2901	2036	?a	0.211034468	6.253460135000002
?b  <biolink:affects>  ?f  ?f  <biolink:subclass_of>  ?b  ?a  <biolink:treats>  ?f   => ?a  <biolink:treats>  ?b	0.050537804	0.16046205	0.16046205	2556	15929	15929	?a	0.210999854	6.303997939000002
?b  <biolink:precedes>  ?f  ?f  <biolink:subclass_of>  ?b  ?a  <biolink:treats>  ?f   => ?a  <biolink:treats>  ?b	0.02364758	0.18702111	0.18702111	1196	6395	6395	?a	0.21066869	6.3276455190000025
?e  <biolink:causes>  ?b  ?b  <biolink:subclass_of>  ?e  ?a  <biolink:treats>  ?e   => ?a  <biolink:treats>  ?b	0.107600443	0.102644385	0.102644385	5442	53018	53018	?a	0.210244828	6.435245962000002
?e  <biolink:affects_transport_of>  ?j  ?e  <biolink:close_match>  ?a  ?j  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.014255773	0.194130318	1.0	721	3714	721	?a	0.208386091	6.449501735000003
?i  <biolink:close_match>  ?f  ?i  <biolink:treats>  ?b  ?a  <biolink:treats>  ?f   => ?a  <biolink:treats>  ?b	0.017795002	0.190033784	0.190033784	900	4736	4736	?a	0.20782878600000002	6.4672967370000025
?f  <biolink:close_match>  ?j  ?b  <biolink:precedes>  ?f  ?a  <biolink:treats>  ?j   => ?a  <biolink:treats>  ?b	0.070745017	0.13675279	0.13675279	3578	26164	26164	?a	0.207497807	6.538041754000003
?e  <biolink:biomarker_for>  ?j  ?e  <biolink:predisposes>  ?b  ?a  <biolink:treats>  ?j   => ?a  <biolink:treats>  ?b	0.015007118	0.19171508	0.19171508	759	3959	3959	?a	0.20672219800000002	6.553048872000002
?b  <biolink:causes>  ?f  ?f  <biolink:subclass_of>  ?b  ?a  <biolink:treats>  ?f   => ?a  <biolink:treats>  ?b	0.067621006	0.13899049	0.13899049	3420	24606	24606	?a	0.206611496	6.620669878000003
?f  <biolink:causes>  ?b  ?b  <biolink:predisposes>  ?f  ?a  <biolink:prevents>  ?f   => ?a  <biolink:treats>  ?b	0.017933407	0.188369678	0.212312734	907	4815	4272	?a	0.206303085	6.638603285000003
?b  <biolink:close_match>  ?f  ?f  <biolink:has_input>  ?j  ?a  <biolink:treats>  ?j   => ?a  <biolink:treats>  ?b	0.028570864	0.177474822	0.177474822	1445	8142	8142	?a	0.206045686	6.667174149000003
?f  <biolink:affects>  ?b  ?b  <biolink:predisposes>  ?f  ?a  <biolink:prevents>  ?f   => ?a  <biolink:treats>  ?b	0.014789624	0.191060026	0.215810733	748	3915	3466	?a	0.20584965	6.681963773000002
?f  <biolink:affects>  ?b  ?b  <biolink:causes>  ?f  ?a  <biolink:prevents>  ?f   => ?a  <biolink:treats>  ?b	0.016865707	0.188591643	0.21540404	853	4523	3960	?a	0.20545735	6.698829480000002
?b  <biolink:coexists_with>  ?e  ?e  <biolink:precedes>  ?b  ?a  <biolink:treats>  ?e   => ?a  <biolink:treats>  ?b	0.086345302	0.118762068	0.118762068	4367	36771	36771	?a	0.20510737	6.785174782000002
?f  <biolink:chemically_similar_to>  ?j  ?a  <biolink:close_match>  ?f  ?j  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.034799114	0.167954958	0.868278244	1760	10479	2027	?a	0.20275407199999998	6.819973896000002
?e  <biolink:affects>  ?b  ?e  <biolink:interacts_with>  ?b  ?a  <biolink:treats>  ?e   => ?a  <biolink:treats>  ?b	0.011250395	0.191196237	0.191196237	569	2976	2976	?a	0.202446632	6.8312242910000025
?b  <biolink:affects>  ?e  ?e  <biolink:close_match>  ?b  ?a  <biolink:treats>  ?e   => ?a  <biolink:treats>  ?b	0.014769851	0.186610042	0.186610042	747	4003	4003	?a	0.201379893	6.845994142000002
?e  <biolink:close_match>  ?j  ?e  <biolink:precedes>  ?b  ?a  <biolink:treats>  ?j   => ?a  <biolink:treats>  ?b	0.074561057	0.126611604	0.126611604	3771	29784	29784	?a	0.20117266099999997	6.9205551990000025
?e  <biolink:causes>  ?b  ?e  <biolink:subclass_of>  ?b  ?a  <biolink:treats>  ?e   => ?a  <biolink:treats>  ?b	0.066632395	0.134102666	0.134102666	3370	25130	25130	?a	0.200735061	6.9871875940000026
?b  <biolink:close_match>  ?f  ?f  <biolink:contributes_to>  ?j  ?a  <biolink:treats>  ?j   => ?a  <biolink:treats>  ?b	0.05085416	0.149326521	0.149326521	2572	17224	17224	?a	0.200180681	7.038041754000003
?e  <biolink:predisposes>  ?b  ?b  <biolink:subclass_of>  ?e  ?a  <biolink:treats>  ?e   => ?a  <biolink:treats>  ?b	0.042312559	0.157029645	0.157029645	2140	13628	13628	?a	0.199342204	7.080354313000003
?f  <biolink:affects>  ?b  ?f  <biolink:predisposes>  ?b  ?a  <biolink:prevents>  ?f   => ?a  <biolink:treats>  ?b	0.015442107	0.182732803	0.204022989	781	4274	3828	?a	0.19817491	7.095796420000003
?f  <biolink:interacts_with>  ?b  ?b  <biolink:precedes>  ?f  ?a  <biolink:treats>  ?f   => ?a  <biolink:treats>  ?b	0.013306707	0.184788578	0.184788578	673	3642	3642	?a	0.198095285	7.109103127000003
?e  <biolink:has_phenotype>  ?j  ?e  <biolink:predisposes>  ?b  ?a  <biolink:treats>  ?j   => ?a  <biolink:treats>  ?b	0.015224612	0.181818182	0.181818182	770	4235	4235	?a	0.197042794	7.124327739000003
?f  <biolink:coexists_with>  ?b  ?a  <biolink:prevents>  ?f  ?a  <biolink:treats>  ?f   => ?a  <biolink:treats>  ?b	0.077329168	0.119650014	0.119650014	3911	32687	32687	?a	0.196979182	7.201656907000003
?b  <biolink:predisposes>  ?f  ?a  <biolink:prevents>  ?f  ?b  <biolink:subclass_of>  ?f   => ?a  <biolink:treats>  ?b	0.010004745	0.186922793	0.209958506	506	2707	2410	?a	0.196927538	7.211661652000003
?e  <biolink:correlated_with>  ?j  ?e  <biolink:predisposes>  ?b  ?a  <biolink:treats>  ?j   => ?a  <biolink:treats>  ?b	0.033929136	0.162947488	0.162947488	1716	10531	10531	?a	0.196876624	7.245590788000003
?e  <biolink:interacts_with>  ?b  ?e  <biolink:predisposes>  ?b  ?a  <biolink:treats>  ?e   => ?a  <biolink:treats>  ?b	0.015975957	0.180760626	0.180760626	808	4470	4470	?a	0.19673658300000002	7.261566745000003
?e  <biolink:has_input>  ?j  ?e  <biolink:precedes>  ?b  ?a  <biolink:treats>  ?j   => ?a  <biolink:treats>  ?b	0.044962037	0.151056198	0.151056198	2274	15054	15054	?a	0.196018235	7.3065287820000036
?e  <biolink:affects>  ?b  ?b  <biolink:subclass_of>  ?e  ?a  <biolink:treats>  ?e   => ?a  <biolink:treats>  ?b	0.087254824	0.108395559	0.108395559	4413	40712	40712	?a	0.19565038299999998	7.393783606000004
?f  <biolink:coexists_with>  ?b  ?a  <biolink:prevents>  ?f  ?f  <biolink:subclass_of>  ?b   => ?a  <biolink:treats>  ?b	0.010775862	0.184121622	0.205041384	545	2960	2658	?a	0.194897484	7.404559468000004
?b  <biolink:coexists_with>  ?f  ?b  <biolink:precedes>  ?f  ?a  <biolink:treats>  ?f   => ?a  <biolink:treats>  ?b	0.078713224	0.115757029	0.115757029	3981	34391	34391	?a	0.19447025299999998	7.483272692000004
?b  <biolink:causes>  ?e  ?e  <biolink:interacts_with>  ?b  ?a  <biolink:treats>  ?e   => ?a  <biolink:treats>  ?b	0.019534957	0.174558304	0.174558304	988	5660	5660	?a	0.194093261	7.502807649000005
?b  <biolink:precedes>  ?f  ?a  <biolink:prevents>  ?f   => ?a  <biolink:treats>  ?b	0.013583518	0.179373368	0.197187141	687	3830	3484	?a	0.192956886	7.5163911670000045
?a  <biolink:causes>  ?b  ?h  <biolink:physically_interacts_with>  ?a  ?a  <biolink:subclass_of>  ?h   => ?a  <biolink:treats>  ?b	0.015758463	0.176444543	0.247055177	797	4517	3226	?a	0.192203006	7.532149630000005
?i  <biolink:close_match>  ?e  ?e  <biolink:predisposes>  ?b  ?a  <biolink:treats>  ?i   => ?a  <biolink:treats>  ?b	0.055085416	0.136944554	0.136944554	2786	20344	20344	?a	0.19202997	7.587235046000004
?b  <biolink:affects>  ?f  ?f  <biolink:causes>  ?b  ?a  <biolink:prevents>  ?f   => ?a  <biolink:treats>  ?b	0.018625435	0.172812328	0.194789082	942	5451	4836	?a	0.19143776299999998	7.605860481000004
?a  <biolink:causes>  ?b  ?h  <biolink:coexists_with>  ?a  ?a  <biolink:entity_negatively_regulates_entity>  ?h   => ?a  <biolink:treats>  ?b	0.012377412	0.17901058	0.232540862	626	3497	2692	?a	0.191387992	7.618237893000004
?f  <biolink:coexists_with>  ?b  ?f  <biolink:predisposes>  ?b  ?a  <biolink:prevents>  ?f   => ?a  <biolink:treats>  ?b	0.024379152	0.16691485	0.184746779	1233	7387	6674	?a	0.19129400200000002	7.642617045000004
?f  <biolink:coexists_with>  ?b  ?b  <biolink:precedes>  ?f  ?a  <biolink:treats>  ?f   => ?a  <biolink:treats>  ?b	0.079029579	0.111945106	0.111945106	3997	35705	35705	?a	0.190974685	7.721646624000004
?a  <biolink:causes>  ?b  ?a  <biolink:coexists_with>  ?h  ?a  <biolink:entity_negatively_regulates_entity>  ?h   => ?a  <biolink:treats>  ?b	0.013286935	0.177075099	0.235872236	672	3795	2849	?a	0.190362034	7.734933559000004
?b  <biolink:coexists_with>  ?f  ?f  <biolink:predisposes>  ?b  ?a  <biolink:prevents>  ?f   => ?a  <biolink:treats>  ?b	0.024675736	0.165407555	0.182937555	1248	7545	6822	?a	0.19008329100000002	7.759609295000004
?e  <biolink:entity_positively_regulates_entity>  ?b  ?e  <biolink:precedes>  ?b  ?a  <biolink:treats>  ?e   => ?a  <biolink:treats>  ?b	0.014769851	0.175105485	0.175105485	747	4266	4266	?a	0.189875336	7.774379146000004
?f  <biolink:coexists_with>  ?b  ?a  <biolink:disrupts>  ?f  ?a  <biolink:treats>  ?f   => ?a  <biolink:treats>  ?b	0.037211326	0.152598719	0.152598719	1882	12333	12333	?a	0.18981004499999998	7.811590472000004
?b  <biolink:causes>  ?f  ?a  <biolink:prevents>  ?f  ?b  <biolink:subclass_of>  ?f   => ?a  <biolink:treats>  ?b	0.01591664	0.173716012	0.192814371	805	4634	4175	?a	0.189632652	7.827507112000005
?a  <biolink:close_match>  ?j  ?e  <biolink:close_match>  ?j  ?e  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.019436096	0.169804802	0.34576152	983	5789	2843	?a	0.189240898	7.846943208000004
?e  <biolink:entity_positively_regulates_entity>  ?b  ?i  <biolink:interacts_with>  ?e  ?a  <biolink:treats>  ?i   => ?a  <biolink:treats>  ?b	0.042213698	0.146967715	0.146967715	2135	14527	14527	?a	0.189181413	7.889156906000005
?a  <biolink:physically_interacts_with>  ?e  ?e  <biolink:subclass_of>  ?a  ?e  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.067462828	0.121561921	0.139111999	3412	28068	24527	?a	0.189024749	7.956619734000005
?i  <biolink:located_in>  ?f  ?b  <biolink:produces>  ?f  ?a  <biolink:treats>  ?i   => ?a  <biolink:treats>  ?b	0.027938152	0.160696008	0.160696008	1413	8793	8793	?a	0.18863416	7.984557886000005
?b  <biolink:interacts_with>  ?f  ?b  <biolink:precedes>  ?f  ?a  <biolink:treats>  ?f   => ?a  <biolink:treats>  ?b	0.013702151	0.173902133	0.173902133	693	3985	3985	?a	0.18760428399999998	7.998260037000005
?b  <biolink:causes>  ?e  ?e  <biolink:entity_positively_regulates_entity>  ?b  ?a  <biolink:treats>  ?e   => ?a  <biolink:treats>  ?b	0.026732047	0.160703673	0.160703673	1352	8413	8413	?a	0.18743572	8.024992084000004
?e  <biolink:physically_interacts_with>  ?a  ?e  <biolink:subclass_of>  ?a  ?e  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.070507751	0.116826104	0.135075758	3566	30524	26400	?a	0.187333855	8.095499835000004
?f  <biolink:biomarker_for>  ?j  ?j  <biolink:coexists_with>  ?b  ?a  <biolink:treats>  ?f   => ?a  <biolink:treats>  ?b	0.01538279	0.171441164	0.171441164	778	4538	4538	?a	0.18682395400000001	8.110882625000004
?f  <biolink:causes>  ?b  ?a  <biolink:disrupts>  ?f  ?a  <biolink:treats>  ?f   => ?a  <biolink:treats>  ?b	0.015639829	0.170070952	0.170070952	791	4651	4651	?a	0.185710781	8.126522454000003
?b  <biolink:affects>  ?f  ?f  <biolink:coexists_with>  ?b  ?a  <biolink:prevents>  ?f   => ?a  <biolink:treats>  ?b	0.027779975	0.157882908	0.179598619	1405	8899	7823	?a	0.185662883	8.154302429000003
?b  <biolink:precedes>  ?f  ?a  <biolink:treats>  ?f   => ?a  <biolink:treats>  ?b	0.084981019	0.100568594	0.100568594	4298	42737	42737	?a	0.185549613	8.239283448000004
?a  <biolink:prevents>  ?f  ?f  <biolink:related_to>  ?j  ?j  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.067937362	0.11736576	0.132910413	3436	29276	25852	?a	0.185303122	8.307220810000004
?e  <biolink:affects>  ?b  ?e  <biolink:subclass_of>  ?b  ?a  <biolink:treats>  ?e   => ?a  <biolink:treats>  ?b	0.0664149	0.118291309	0.118291309	3359	28396	28396	?a	0.184706209	8.373635710000004
?b  <biolink:causes>  ?f  ?f  <biolink:coexists_with>  ?b  ?a  <biolink:prevents>  ?f   => ?a  <biolink:treats>  ?b	0.03742882	0.145369375	0.159303206	1893	13022	11883	?a	0.182798195	8.411064530000004
?e  <biolink:precedes>  ?b  ?e  <biolink:subclass_of>  ?b  ?a  <biolink:treats>  ?e   => ?a  <biolink:treats>  ?b	0.018526574	0.164040616	0.164040616	937	5712	5712	?a	0.18256719	8.429591104000004
?f  <biolink:entity_positively_regulates_entity>  ?b  ?b  <biolink:precedes>  ?f  ?a  <biolink:treats>  ?f   => ?a  <biolink:treats>  ?b	0.010202468	0.171030825	0.171030825	516	3017	3017	?a	0.181233293	8.439793572000003
?a  <biolink:causes>  ?b  ?a  <biolink:entity_negatively_regulates_entity>  ?h  ?a  <biolink:physically_interacts_with>  ?h   => ?a  <biolink:treats>  ?b	0.017004113	0.164184803	0.218163369	860	5238	3942	?a	0.18118891599999998	8.456797685000003
?a  <biolink:causes>  ?b  ?a  <biolink:entity_negatively_regulates_entity>  ?h  ?h  <biolink:physically_interacts_with>  ?a   => ?a  <biolink:treats>  ?b	0.014947801	0.166007905	0.223206377	756	4554	3387	?a	0.18095570600000002	8.471745486000003
?f  <biolink:causes>  ?b  ?b  <biolink:predisposes>  ?f  ?a  <biolink:treats>  ?f   => ?a  <biolink:treats>  ?b	0.078930718	0.101296658	0.101296658	3992	39409	39409	?a	0.180227376	8.550676204000004
?i  <biolink:close_match>  ?f  ?b  <biolink:precedes>  ?f  ?a  <biolink:treats>  ?i   => ?a  <biolink:treats>  ?b	0.06588105	0.113271689	0.113271689	3332	29416	29416	?a	0.179152739	8.616557254000003
?f  <biolink:affects>  ?b  ?b  <biolink:coexists_with>  ?f  ?a  <biolink:prevents>  ?f   => ?a  <biolink:treats>  ?b	0.028788358	0.150304532	0.170631665	1456	9687	8533	?a	0.17909289	8.645345612000003
?a  <biolink:causes>  ?b  ?a  <biolink:coexists_with>  ?g  ?g  <biolink:entity_negatively_regulates_entity>  ?a   => ?a  <biolink:treats>  ?b	0.011329484	0.16754386	0.226930693	573	3420	2525	?a	0.178873344	8.656675096000004
?f  <biolink:causes>  ?b  ?b  <biolink:entity_positively_regulates_entity>  ?f  ?a  <biolink:treats>  ?f   => ?a  <biolink:treats>  ?b	0.02435938	0.154502132	0.154502132	1232	7974	7974	?a	0.178861512	8.681034476000004
?b  <biolink:affects>  ?f  ?b  <biolink:coexists_with>  ?f  ?a  <biolink:prevents>  ?f   => ?a  <biolink:treats>  ?b	0.026870452	0.151809651	0.173896353	1359	8952	7815	?a	0.17868010299999998	8.707904928000005
?b  <biolink:causes>  ?f  ?b  <biolink:coexists_with>  ?f  ?a  <biolink:prevents>  ?f   => ?a  <biolink:treats>  ?b	0.034957292	0.143390105	0.15859347	1768	12330	11148	?a	0.178347397	8.742862220000005
?f  <biolink:has_input>  ?j  ?b  <biolink:precedes>  ?f  ?a  <biolink:treats>  ?j   => ?a  <biolink:treats>  ?b	0.045495887	0.132469775	0.132469775	2301	17370	17370	?a	0.17796566200000002	8.788358107000004
?a  <biolink:causes>  ?b  ?g  <biolink:coexists_with>  ?a  ?g  <biolink:entity_negatively_regulates_entity>  ?a   => ?a  <biolink:treats>  ?b	0.010637457	0.166873449	0.22557652	538	3224	2385	?a	0.177510906	8.798995564000004
?f  <biolink:predisposes>  ?b  ?a  <biolink:prevents>  ?f   => ?a  <biolink:treats>  ?b	0.025763208	0.150984936	0.167051282	1303	8630	7800	?a	0.176748144	8.824758772000004
?b  <biolink:affects>  ?e  ?e  <biolink:interacts_with>  ?b  ?a  <biolink:treats>  ?e   => ?a  <biolink:treats>  ?b	0.011546979	0.164692611	0.164692611	584	3546	3546	?a	0.17623959	8.836305751000005
?e  <biolink:close_match>  ?b  ?e  <biolink:contributes_to>  ?j  ?a  <biolink:treats>  ?j   => ?a  <biolink:treats>  ?b	0.013445112	0.162601626	0.162601626	680	4182	4182	?a	0.176046738	8.849750863000004
?a  <biolink:coexists_with>  ?f  ?a  <biolink:subclass_of>  ?f  ?f  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.058881683	0.116830129	0.126036905	2978	25490	23628	?a	0.175711812	8.908632546000003
?b  <biolink:interacts_with>  ?f  ?f  <biolink:precedes>  ?b  ?a  <biolink:treats>  ?f   => ?a  <biolink:treats>  ?b	0.014572129	0.160952173	0.160952173	737	4579	4579	?a	0.175524302	8.923204675000003
